City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
245,Bambous Virieux,-20.3428,57.7575,80.6,83,75,11.5,MU,2021-01-16 19:49:54,broken clouds
246,Copiapo,-27.3667,-70.3333,71.6,53,20,12.66,CL,2021-01-16 19:47:30,few clouds
247,Bani Walid,31.7566,13.9942,50.77,65,50,10.07,LY,2021-01-16 19:49:55,scattered clouds
248,Granja,-3.1203,-40.8261,89.01,50,22,12.48,BR,2021-01-16 19:49:55,few clouds
249,Sumbe,-11.2061,13.8437,75.52,80,0,9.22,AO,2021-01-16 19:49:55,clear sky
250,Otjiwarongo,-20.4637,16.6477,67.66,85,100,9.89,NA,2021-01-16 19:49:55,moderate rain
251,Conde,-7.2597,-34.9075,84.2,61,20,14.97,BR,2021-01-16 19:49:55,few clouds
252,Rafai,4.95,23.9167,72.16,34,3,0.98,CF,2021-01-16 19:49:55,clear sky
253,East London,-33.0153,27.9116,71.02,66,0,19.37,ZA,2021-01-16 19:49:55,clear sky
254,Mizdah,31.4451,12.9801,47.73,64,7,9.08,LY,2021-01-16 19:49:55,clear sky
255,Hedaru,-4.5,37.9,72.82,80,0,2.98,TZ,2021-01-16 19:49:55,light rain
256,Inirida,3.8653,-67.9239,86.97,65,69,3.87,CO,2021-01-16 19:49:55,light rain
257,Wamba,8.9333,8.6,77.38,19,93,2.68,NG,2021-01-16 19:49:55,overcast clouds
258,Yenagoa,4.9247,6.2642,77.54,87,84,5.35,NG,2021-01-16 19:49:55,broken clouds
259,Itaobim,-16.5667,-41.8333,77.41,83,100,6.29,BR,2021-01-16 19:49:55,overcast clouds
260,Torbay,47.6666,-52.7314,33.01,93,90,28.77,CA,2021-01-16 19:49:55,snow
261,Senador Jose Porfirio,-2.5908,-51.9542,89.01,50,20,1.79,BR,2021-01-16 19:49:56,few clouds
262,Mayor Pablo Lagerenza,-19.9309,-60.7718,94.1,44,79,13.65,PY,2021-01-16 19:49:56,broken clouds
263,Saint-Joseph,-21.3667,55.6167,82.4,78,20,3.44,RE,2021-01-16 19:49:56,few clouds
264,Carai,-17.1889,-41.6947,70.47,91,100,8.05,BR,2021-01-16 19:49:56,overcast clouds
265,Tucupita,9.0622,-62.051,82.71,67,100,7.7,VE,2021-01-16 19:49:56,light rain
266,Cururupu,-1.8283,-44.8683,84.22,63,65,6.58,BR,2021-01-16 19:49:56,broken clouds
267,Casablanca,33.5928,-7.6192,55.4,71,0,5.75,MA,2021-01-16 19:49:56,clear sky
268,Carutapera,-1.195,-46.02,83.68,68,14,9.06,BR,2021-01-16 19:49:56,few clouds
269,Guapore,-28.8456,-51.8903,83.57,71,98,3.06,BR,2021-01-16 19:49:56,overcast clouds
270,Barcelos,41.5388,-8.6151,46.0,100,0,3.11,PT,2021-01-16 19:49:56,clear sky
271,Leo,11.1,-2.1,77.7,15,9,7.09,BF,2021-01-16 19:49:56,clear sky
272,Ibra,22.6906,58.5334,56.01,81,0,2.04,OM,2021-01-16 19:46:59,clear sky
273,Ugoofaaru,5.6667,73.0,81.03,79,33,9.06,MV,2021-01-16 19:49:56,light rain
274,Sambava,-14.2667,50.1667,77.83,82,9,5.39,MG,2021-01-16 19:49:56,clear sky
275,Azangaro,-14.9167,-70.2167,62.6,45,75,4.61,PE,2021-01-16 19:49:56,light rain
276,Nyimba,-14.5566,30.8149,70.14,88,98,3.33,ZM,2021-01-16 19:49:57,overcast clouds
277,Kaduna,10.5222,7.4383,75.63,19,5,6.02,NG,2021-01-16 19:49:57,clear sky
278,Oron,4.8256,8.2343,80.42,78,81,6.46,NG,2021-01-16 19:49:57,broken clouds
279,Alta Floresta,-9.8756,-56.0861,84.2,74,20,5.75,BR,2021-01-16 19:49:57,very heavy rain
280,Yabelo,4.8833,38.0833,67.93,37,87,5.99,ET,2021-01-16 19:49:57,overcast clouds
281,Komatipoort,-25.4332,31.9548,77.0,78,100,1.14,ZA,2021-01-16 19:49:57,moderate rain
282,Bilma,18.6853,12.9164,65.79,26,0,2.15,NE,2021-01-16 19:49:57,clear sky
283,Gweta,-20.1833,25.2333,73.56,80,100,11.34,BW,2021-01-16 19:49:57,moderate rain
284,Santiago,-33.4569,-70.6483,89.01,25,0,9.22,CL,2021-01-16 19:48:09,clear sky
285,Tsabong,-26.0217,22.401,79.97,28,18,15.21,BW,2021-01-16 19:49:57,few clouds
286,Brusque,-27.0981,-48.9175,86.0,78,40,16.11,BR,2021-01-16 19:49:57,scattered clouds
287,Humberto De Campos,-2.5983,-43.4611,83.32,70,54,8.32,BR,2021-01-16 19:49:57,light rain
288,Tahoua,14.8888,5.2692,82.4,15,96,4.61,NE,2021-01-16 19:49:57,overcast clouds
289,Vila Franca Do Campo,37.7167,-25.4333,62.01,100,75,11.5,PT,2021-01-16 19:49:57,moderate rain
290,Itaituba,-4.2761,-55.9836,91.51,46,75,3.33,BR,2021-01-16 19:48:50,broken clouds
291,Jeronimo Monteiro,-20.7894,-41.395,79.77,79,93,3.94,BR,2021-01-16 19:49:57,overcast clouds
292,Ngorongoro,-3.2397,35.4875,52.86,100,3,1.54,TZ,2021-01-16 19:49:57,clear sky
293,Wageningen,51.9667,5.6667,33.01,100,75,11.5,NL,2021-01-16 19:49:58,snow
294,Riyadh,24.6877,46.7219,66.2,37,0,4.61,SA,2021-01-16 19:49:58,clear sky
295,Coro,11.4045,-69.6734,83.26,62,100,16.31,VE,2021-01-16 19:49:58,overcast clouds
296,Dera Bugti,29.0307,69.151,56.68,32,0,3.65,PK,2021-01-16 19:49:58,clear sky
297,Inyonga,-6.7167,32.0667,64.78,91,99,2.17,TZ,2021-01-16 19:49:58,overcast clouds
298,Mananjary,-21.2167,48.3333,79.5,84,100,8.61,MG,2021-01-16 19:49:58,overcast clouds
299,Abnub,27.2696,31.1511,55.4,62,0,4.61,EG,2021-01-16 19:49:58,clear sky
300,Walvis Bay,-22.9575,14.5053,71.01,68,0,11.5,NA,2021-01-16 19:47:05,clear sky
301,Ndele,8.4109,20.6473,77.0,20,3,5.23,CF,2021-01-16 19:49:58,clear sky
302,Mecca,21.4267,39.8261,70.81,67,1,7.2,SA,2021-01-16 19:48:01,clear sky
303,Manono,-7.3,27.4167,69.66,93,100,1.03,CD,2021-01-16 19:49:58,light rain
304,Manaira,-7.7061,-38.1544,87.31,23,100,3.58,BR,2021-01-16 19:49:58,overcast clouds
305,Porto Novo,6.4965,2.6036,82.4,83,20,11.5,BJ,2021-01-16 19:49:58,few clouds
306,Gunjur,13.2019,-16.7339,78.8,44,68,13.0,GM,2021-01-16 19:49:58,broken clouds
307,Jalu,29.0331,21.5482,52.3,49,0,9.04,LY,2021-01-16 19:49:58,clear sky
308,Road Town,18.4167,-64.6167,84.2,61,20,9.22,VG,2021-01-16 19:49:58,few clouds
309,Gandorhun,7.5,-11.8333,77.13,82,100,4.65,SL,2021-01-16 19:49:59,overcast clouds
310,Macenta,8.5435,-9.471,73.54,21,100,1.9,GN,2021-01-16 19:49:59,overcast clouds
311,Joanopolis,-22.9303,-46.2756,77.0,83,75,12.66,BR,2021-01-16 19:49:59,light rain
312,Mazagao,-0.115,-51.2894,86.0,70,40,6.91,BR,2021-01-16 19:49:59,scattered clouds
313,Maceio,-9.6658,-35.7353,82.4,69,75,16.11,BR,2021-01-16 19:49:59,broken clouds
314,Lucapa,-8.4192,20.7447,66.16,97,56,2.33,AO,2021-01-16 19:49:59,broken clouds
315,Vilhena,-12.7406,-60.1458,80.6,83,75,9.22,BR,2021-01-16 19:47:09,broken clouds
316,Uruzgan,32.8333,66.0,40.12,57,0,4.76,AF,2021-01-16 19:49:59,clear sky
317,Pemba,-12.974,40.5178,80.6,89,40,12.66,MZ,2021-01-16 19:49:59,scattered clouds
318,Teguise,29.0605,-13.564,62.6,63,75,9.22,ES,2021-01-16 19:49:59,broken clouds
319,Betare Oya,5.6,14.0833,72.27,25,91,1.59,CM,2021-01-16 19:49:59,overcast clouds
320,Kutum,14.2,24.6667,58.75,26,0,6.64,SD,2021-01-16 19:49:59,clear sky
321,Augusto Correa,-1.0217,-46.635,84.06,66,15,7.49,BR,2021-01-16 19:49:59,few clouds
322,Abha,18.2164,42.5053,55.4,82,0,4.61,SA,2021-01-16 19:49:59,clear sky
323,Sakakah,29.9697,40.2064,55.4,35,0,4.61,SA,2021-01-16 19:45:29,clear sky
324,Chiconi,-12.8333,45.1106,80.6,78,0,3.44,YT,2021-01-16 19:49:59,clear sky
325,Kibala,9.1104,18.3463,84.2,28,0,3.62,TD,2021-01-16 19:50:00,clear sky
326,Arua,3.0201,30.9111,71.01,47,91,4.45,UG,2021-01-16 19:50:00,overcast clouds
327,Rabat,33.9911,-6.8401,48.99,93,0,8.1,MA,2021-01-16 19:50:00,clear sky
328,Kitgum,3.2783,32.8867,79.79,37,95,1.41,UG,2021-01-16 19:50:00,overcast clouds
329,Oussouye,12.485,-16.5469,84.2,74,0,4.61,SN,2021-01-16 19:50:00,clear sky
330,Luba,3.4568,8.5547,78.8,83,20,5.75,GQ,2021-01-16 19:50:00,few clouds
331,Humaita,-7.5061,-63.0208,84.0,70,100,2.13,BR,2021-01-16 19:50:00,overcast clouds
332,Tenenkou,14.4572,-4.9169,75.31,17,92,12.64,ML,2021-01-16 19:50:00,overcast clouds
333,Mlandizi,-6.7,38.7333,74.17,95,0,3.6,TZ,2021-01-16 19:50:00,clear sky
334,Monsenhor Gil,-5.5642,-42.6078,86.0,66,75,8.05,BR,2021-01-16 19:50:00,moderate rain
335,Voi,-3.3945,38.563,72.95,83,19,3.51,KE,2021-01-16 19:50:00,few clouds
336,Oistins,13.0667,-59.5333,84.2,54,20,20.71,BB,2021-01-16 19:49:33,few clouds
337,Fereydunshahr,32.941,50.121,23.95,91,0,4.16,IR,2021-01-16 19:50:01,clear sky
338,Khorramshahr,30.4397,48.1664,59.0,88,50,2.3,IR,2021-01-16 19:50:01,mist
339,Iranshahr,27.2025,60.6848,55.4,14,0,4.61,IR,2021-01-16 19:46:11,clear sky
340,San Juan,-31.5375,-68.5364,78.57,22,0,22.1,AR,2021-01-16 19:50:01,clear sky
341,Cockburn Town,21.4612,-71.1419,82.4,74,40,9.22,TC,2021-01-16 19:50:01,scattered clouds
342,Swellendam,-34.0226,20.4417,66.2,77,67,9.22,ZA,2021-01-16 19:47:28,broken clouds
343,Mirante Do Paranapanema,-22.2919,-51.9064,81.45,77,100,8.75,BR,2021-01-16 19:50:01,moderate rain
344,Zemio,5.0314,25.1361,74.77,28,37,2.01,CF,2021-01-16 19:50:01,scattered clouds
345,Presidente Olegario,-18.4178,-46.4181,73.0,17,100,4.65,BR,2021-01-16 19:50:01,moderate rain
346,Kinshasa,-4.3246,15.3215,82.4,74,20,6.91,CD,2021-01-16 19:50:02,few clouds
347,Nacala,-14.5428,40.6728,80.4,90,85,9.17,MZ,2021-01-16 19:50:02,overcast clouds
348,Kitui,-1.367,38.0106,65.08,87,0,3.44,KE,2021-01-16 19:50:02,clear sky
349,Bomi,7.2461,-11.5258,77.56,83,100,4.12,SL,2021-01-16 19:50:02,overcast clouds
350,Saldanha,-33.0117,17.9442,68.0,73,0,6.91,ZA,2021-01-16 19:50:02,clear sky
351,Pasni,25.2631,63.471,67.96,49,0,3.6,PK,2021-01-16 19:50:02,clear sky
352,Malanje,-9.5402,16.341,64.67,86,98,4.5,AO,2021-01-16 19:48:32,overcast clouds
353,Marabba,12.35,32.1833,74.01,19,0,11.32,SD,2021-01-16 19:50:02,clear sky
354,Inhambane,-23.865,35.3833,84.2,84,20,20.71,MZ,2021-01-16 19:50:03,few clouds
355,Sakaraha,-22.9,44.5333,76.51,80,100,5.3,MG,2021-01-16 19:50:03,moderate rain
356,Itarema,-2.9248,-39.9167,82.8,70,0,15.82,BR,2021-01-16 19:47:06,clear sky
357,Dom Pedrito,-30.9828,-54.6731,90.18,53,35,8.34,BR,2021-01-16 19:50:03,scattered clouds
358,Cravo Norte,6.3017,-70.2041,90.84,39,0,11.92,CO,2021-01-16 19:50:03,clear sky
359,Paranhos,-23.8928,-55.4311,86.25,64,94,5.93,BR,2021-01-16 19:50:03,overcast clouds
360,Mugumu,-1.85,34.7,60.21,95,26,0.63,TZ,2021-01-16 19:50:03,scattered clouds
361,Sao Sebastiao,-23.76,-45.4097,81.61,70,100,6.29,BR,2021-01-16 19:48:27,light rain
362,Agadir,30.4202,-9.5982,53.6,82,0,3.44,MA,2021-01-16 19:50:03,clear sky
363,Oranjemund,-28.55,16.4333,65.03,77,0,11.16,NA,2021-01-16 19:50:03,clear sky
364,Gouyave,12.1646,-61.7296,86.0,62,75,13.8,GD,2021-01-16 19:50:03,light rain
365,San Pedro De Macoris,18.4616,-69.2972,86.0,62,40,9.22,DO,2021-01-16 19:50:04,scattered clouds
366,Chapada Dos Guimaraes,-15.4606,-55.7497,89.6,51,40,11.5,BR,2021-01-16 19:47:22,scattered clouds
367,Paracuru,-3.41,-39.0306,82.0,75,1,23.0,BR,2021-01-16 19:50:04,clear sky
368,Saint-Georges,12.0564,-61.7485,86.0,62,75,13.8,GD,2021-01-16 19:50:04,light rain
369,Natuba,-7.6414,-35.55,87.8,45,40,17.27,BR,2021-01-16 19:50:04,scattered clouds
370,Soavinandriana,-19.1667,46.7333,64.18,98,100,2.71,MG,2021-01-16 19:50:04,overcast clouds
371,Delijan,33.9905,50.6838,43.23,61,0,0.49,IR,2021-01-16 19:50:04,clear sky
372,Suez,29.9737,32.5263,57.99,45,0,7.61,EG,2021-01-16 19:50:04,clear sky
373,Saurimo,-9.6608,20.3916,65.44,93,97,3.04,AO,2021-01-16 19:50:05,light rain
374,Beroroha,-21.6667,45.1667,78.58,86,100,3.38,MG,2021-01-16 19:50:05,overcast clouds
375,Beirut,33.8889,35.4944,60.8,48,75,12.66,LB,2021-01-16 19:46:56,light rain
376,Barao De Melgaco,-16.1944,-55.9675,89.6,51,40,11.5,BR,2021-01-16 19:50:05,scattered clouds
377,Porto Santo,33.072,-16.3415,59.0,82,40,12.66,PT,2021-01-16 19:50:05,scattered clouds
378,Altagracia De Orituco,9.8601,-66.3814,82.89,46,67,8.43,VE,2021-01-16 19:50:05,broken clouds
379,Rio Tercero,-32.173,-64.1141,71.01,47,42,8.01,AR,2021-01-16 19:50:05,scattered clouds
380,Gao,16.6362,1.637,75.63,17,0,9.4,ML,2021-01-16 19:50:05,clear sky
381,Zambezi,-13.5432,23.1047,66.9,88,100,3.76,ZM,2021-01-16 19:50:05,overcast clouds
382,Puerto Ayacucho,5.6639,-67.6236,90.16,51,0,9.15,VE,2021-01-16 19:50:05,clear sky
383,Tacuarembo,-31.7333,-55.9833,87.94,50,8,8.66,UY,2021-01-16 19:50:05,clear sky
384,Abu Zabad,12.35,29.25,68.45,22,0,9.91,SD,2021-01-16 19:46:51,clear sky
385,Ipora,-16.4419,-51.1178,72.45,91,97,4.18,BR,2021-01-16 19:50:05,overcast clouds
386,Barentu,15.1139,37.5928,64.11,63,0,6.67,ER,2021-01-16 19:50:06,clear sky
387,Bakel,14.905,-12.4568,82.35,13,100,12.17,SN,2021-01-16 19:50:06,overcast clouds
388,Cabedelo,-6.9811,-34.8339,84.2,61,20,14.97,BR,2021-01-16 19:50:06,few clouds
389,Mizan Teferi,6.9833,35.5833,66.16,55,96,1.92,ET,2021-01-16 19:50:06,overcast clouds
390,Ruyigi,-3.45,30.3167,60.17,97,100,3.47,BI,2021-01-16 19:50:06,overcast clouds
391,Hit,33.6416,42.8251,56.12,50,71,5.32,IQ,2021-01-16 19:50:06,broken clouds
392,Santa Isabel,-23.3156,-46.2214,82.0,65,75,14.97,BR,2021-01-16 19:50:07,broken clouds
393,Watsa,3.0372,29.5355,67.89,68,61,2.24,CD,2021-01-16 19:50:07,broken clouds
394,Am Timan,11.0297,20.2827,76.24,19,0,3.85,TD,2021-01-16 19:50:07,clear sky
395,Outjo,-20.1167,16.15,73.2,61,100,15.17,NA,2021-01-16 19:50:07,overcast clouds
396,Henties Bay,-22.116,14.2845,71.01,80,2,5.99,NA,2021-01-16 19:47:06,clear sky
397,San Lazaro,18.0387,-88.6622,78.8,69,90,6.91,BZ,2021-01-16 19:50:07,overcast clouds
398,Florida,28.7505,-82.5001,61.0,50,1,11.5,US,2021-01-16 19:48:03,clear sky
399,Ayorou,14.7308,0.9174,77.92,17,0,8.95,NE,2021-01-16 19:50:07,clear sky
400,George,-33.963,22.4617,66.2,88,75,3.44,ZA,2021-01-16 19:50:07,broken clouds
401,Ginda,30.6945,78.4932,48.29,36,0,5.93,IN,2021-01-16 19:50:07,clear sky
402,Guarapari,-20.6667,-40.4975,84.2,58,75,13.8,BR,2021-01-16 19:50:07,broken clouds
403,Iaciara,-14.0958,-46.6317,77.95,86,100,0.69,BR,2021-01-16 19:46:41,light rain
404,Zlitan,32.4674,14.5687,55.98,67,6,17.25,LY,2021-01-16 19:50:07,clear sky
405,Kumluca,36.3703,30.2869,56.37,66,59,12.17,TR,2021-01-16 19:50:08,broken clouds
406,Guanica,17.9716,-66.908,82.99,62,66,4.0,PR,2021-01-16 19:50:08,broken clouds
407,Okha,53.5739,142.9478,-18.81,88,18,11.43,RU,2021-01-16 19:46:46,few clouds
408,Bedesa,8.9,40.7833,61.47,37,1,5.32,ET,2021-01-16 19:50:08,clear sky
409,Binga,-17.6203,27.3414,74.79,86,100,1.01,ZW,2021-01-16 19:50:08,light rain
410,Gwanda,-20.9333,29.0,70.52,90,100,6.38,ZW,2021-01-16 19:50:08,light rain
411,Tabas,33.5959,56.9244,48.2,27,0,4.61,IR,2021-01-16 19:50:08,clear sky
412,Mongu,-15.2484,23.1274,71.87,74,61,1.9,ZM,2021-01-16 19:50:08,broken clouds
413,Fowa,8.9167,6.4,83.79,20,84,1.81,NG,2021-01-16 19:50:08,broken clouds
414,Kolondieba,11.0882,-6.8926,76.12,16,54,3.78,ML,2021-01-16 19:50:08,broken clouds
415,Mitsamiouli,-11.3847,43.2844,80.87,76,27,6.96,KM,2021-01-16 19:50:09,scattered clouds
416,Kaniama,-7.5667,24.1833,66.52,94,98,1.5,CD,2021-01-16 19:50:09,light rain
417,Kaputa,-8.4689,29.6619,68.45,83,90,3.83,ZM,2021-01-16 19:50:09,overcast clouds
418,Mercedes,-34.6515,-59.4307,79.0,56,100,8.99,AR,2021-01-16 19:47:29,overcast clouds
419,Madimba,-10.4,40.3333,79.07,87,1,8.23,TZ,2021-01-16 19:50:09,clear sky
420,San Carlos,9.6612,-68.5827,90.45,36,100,2.55,VE,2021-01-16 19:47:58,overcast clouds
421,Dzaoudzi,-12.7887,45.2699,80.6,78,0,3.44,YT,2021-01-16 19:50:09,clear sky
422,Nhamunda,-2.1861,-56.7131,91.72,42,48,4.12,BR,2021-01-16 19:50:09,scattered clouds
423,Esfahan,32.6572,51.6776,33.8,51,0,0.85,IR,2021-01-16 19:50:09,clear sky
424,Adre,13.4667,22.2,64.31,25,0,5.68,TD,2021-01-16 19:50:09,clear sky
425,Tahta,26.7693,31.5021,55.4,54,0,8.05,EG,2021-01-16 19:50:09,clear sky
426,Dodola,6.9833,39.1833,54.45,56,16,0.83,ET,2021-01-16 19:50:10,few clouds
427,Zinder,13.8072,8.9881,69.82,20,0,6.96,NE,2021-01-16 19:45:29,clear sky
428,Bosaso,11.2842,49.1816,74.68,70,14,2.17,SO,2021-01-16 19:47:10,few clouds
429,Bangassou,4.7413,22.8184,79.63,37,96,0.51,CF,2021-01-16 19:50:10,overcast clouds
430,Ghanzi,-21.5667,21.7833,76.84,63,99,6.15,BW,2021-01-16 19:50:10,light rain
431,Mindelo,16.8901,-24.9804,71.6,60,75,21.85,CV,2021-01-16 19:50:10,broken clouds
432,Kindu,-2.95,25.95,71.31,86,100,1.63,CD,2021-01-16 19:47:28,light rain
433,Bonthe,7.5264,-12.505,79.23,79,99,9.8,SL,2021-01-16 19:50:10,overcast clouds
434,Sabha,27.0377,14.4283,50.0,43,0,8.63,LY,2021-01-16 19:50:10,clear sky
435,Modakeke,7.3833,4.2667,77.95,69,9,5.12,NG,2021-01-16 19:50:10,clear sky
436,Trairi,-3.2778,-39.2689,82.47,71,4,12.86,BR,2021-01-16 19:50:10,clear sky
437,Luxor,25.6989,32.6421,59.0,47,0,5.75,EG,2021-01-16 19:50:11,clear sky
438,Richmond,37.5538,-77.4603,41.0,75,90,8.05,US,2021-01-16 19:47:11,overcast clouds
439,Salinopolis,-0.6136,-47.3561,83.28,69,100,10.89,BR,2021-01-16 19:50:11,overcast clouds
440,Bardiyah,31.7561,25.0865,59.79,59,12,20.49,LY,2021-01-16 19:50:11,few clouds
441,Louis Trichardt,-23.0439,29.9032,72.63,81,84,3.0,ZA,2021-01-16 19:50:11,moderate rain
442,San Ignacio,17.1561,-89.0714,73.4,83,90,4.61,BZ,2021-01-16 19:50:11,overcast clouds
443,Maine-Soroa,13.2114,12.0241,70.16,23,11,9.19,NE,2021-01-16 19:50:11,few clouds
444,Yazd,31.8972,54.3675,46.4,31,0,4.61,IR,2021-01-16 19:50:11,clear sky
445,Odweyne,9.4092,45.064,64.44,44,0,9.17,SO,2021-01-16 19:50:11,clear sky
446,Mbekenyera,-10.0,38.9833,72.37,96,27,3.65,TZ,2021-01-16 19:50:11,scattered clouds
447,La Rioja,42.25,-2.5,42.8,65,0,12.66,ES,2021-01-16 19:50:11,clear sky
448,Bhag,29.0415,67.8239,58.41,29,0,1.43,PK,2021-01-16 19:50:11,clear sky
449,Keti Bandar,24.1447,67.4497,63.27,27,0,6.69,PK,2021-01-16 19:50:11,clear sky
450,Presidente Medici,-11.1753,-61.9014,76.8,94,100,3.67,BR,2021-01-16 19:50:11,light rain
451,Uige,-7.6087,15.0613,68.36,82,94,1.1,AO,2021-01-16 19:50:12,overcast clouds
452,Marsaxlokk,35.8419,14.5431,51.01,93,90,3.44,MT,2021-01-16 19:50:12,overcast clouds
453,Shahr-E Kord,32.3256,50.8644,24.8,63,0,4.61,IR,2021-01-16 19:50:12,clear sky
454,Karoi,-16.8099,29.6925,66.97,97,100,3.8,ZW,2021-01-16 19:50:12,overcast clouds
455,Urucara,-2.5364,-57.76,89.11,56,62,3.27,BR,2021-01-16 19:47:24,broken clouds
456,Rosetta,31.4044,30.4164,60.8,72,40,11.5,EG,2021-01-16 19:50:12,scattered clouds
457,Pontes E Lacerda,-15.2261,-59.3353,88.39,59,86,7.52,BR,2021-01-16 19:50:12,heavy intensity rain
458,Tatawin,32.9297,10.4518,55.4,47,43,2.3,TN,2021-01-16 19:50:12,scattered clouds
459,Ariquemes,-9.9133,-63.0408,76.66,87,86,2.93,BR,2021-01-16 19:49:08,overcast clouds
460,Canaries,28.0,-15.5,64.4,63,40,18.41,ES,2021-01-16 19:50:12,scattered clouds
461,Chaman,30.9236,66.4512,44.53,45,0,1.23,PK,2021-01-16 19:50:12,clear sky
462,Pirajui,-21.9986,-49.4572,82.4,61,20,5.75,BR,2021-01-16 19:50:12,few clouds
463,Tapes,-30.6733,-51.3958,78.17,83,100,10.98,BR,2021-01-16 19:50:12,moderate rain
464,Aquiraz,-3.9014,-38.3911,86.0,66,20,16.11,BR,2021-01-16 19:50:12,few clouds
465,Bandundu,-3.3167,17.3667,75.47,75,91,1.39,CD,2021-01-16 19:50:12,overcast clouds
466,Jos,9.9167,8.9,69.8,28,60,4.61,NG,2021-01-16 19:50:13,broken clouds
467,Saint-Pierre,-21.3393,55.4781,82.4,78,20,3.44,RE,2021-01-16 19:50:13,few clouds
468,Pout,14.7739,-17.0603,73.4,53,80,9.22,SN,2021-01-16 19:50:13,broken clouds
469,Torit,4.4133,32.5678,84.43,29,79,3.33,SS,2021-01-16 19:50:13,broken clouds
470,General Artigas,-26.9333,-56.2167,91.4,70,90,9.22,PY,2021-01-16 19:50:13,overcast clouds
471,Caconda,-13.7333,15.0667,61.95,63,93,7.94,AO,2021-01-16 19:50:13,overcast clouds
472,Vrede,-27.4257,29.1659,61.77,67,2,3.4,ZA,2021-01-16 19:50:13,clear sky
473,Iacu,-12.7672,-40.2117,79.77,73,100,8.05,BR,2021-01-16 19:50:13,light rain
474,Kidal,18.4411,1.4078,70.14,16,90,14.99,ML,2021-01-16 19:50:13,overcast clouds
475,Khorixas,-20.3667,14.9667,68.7,65,69,15.08,NA,2021-01-16 19:50:13,broken clouds
476,Laela,-8.5667,32.05,60.66,96,87,3.04,TZ,2021-01-16 19:50:13,light rain
477,Tutoia,-2.7619,-42.2744,87.8,66,20,16.11,BR,2021-01-16 19:50:13,few clouds
478,Ndioum,16.5129,-14.6471,77.0,31,90,2.3,SN,2021-01-16 19:50:13,overcast clouds
479,Botshabelo,-29.2702,26.7052,66.2,52,0,5.75,ZA,2021-01-16 19:50:14,clear sky
480,Bukama,-9.2,25.85,69.28,94,94,1.63,CD,2021-01-16 19:50:14,light rain
481,Likasi,-10.9814,26.7333,62.62,96,91,2.86,CD,2021-01-16 19:50:14,overcast clouds
482,Maputo,-25.9653,32.5892,78.8,89,75,13.8,MZ,2021-01-16 19:48:12,heavy intensity rain
483,Vila Do Maio,15.1333,-23.2167,71.6,68,0,17.27,CV,2021-01-16 19:50:14,clear sky
484,Bouna,9.2667,-3.0,77.79,16,54,2.66,CI,2021-01-16 19:50:14,broken clouds
485,Cape Coast,5.1053,-1.2466,80.19,79,14,12.66,GH,2021-01-16 19:50:14,few clouds
486,Shurugwi,-19.6702,30.0059,65.26,97,100,5.46,ZW,2021-01-16 19:50:14,light rain
487,Caldas Novas,-17.7417,-48.625,79.74,67,76,5.95,BR,2021-01-16 19:50:14,light rain
488,Robe,-37.1833,139.75,56.26,77,16,10.2,AU,2021-01-16 19:50:14,few clouds
489,Medina,24.4686,39.6142,69.8,40,0,10.36,SA,2021-01-16 19:48:26,clear sky
